name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
Production Line : Car factory simulation,"Single-player,Steam Workshop,Steam Cloud",2297 84,Positech Games,Positech Games,66,2019,24.99,ManagementSimulationStrategyEconomyBuildingAutomationIndie2DSandboxResource ManagementBase BuildingSingleplayerIsometricReplay ValueRealisticFamily FriendlyEducationModdableCity Builder2.5D,https://store.steampowered.com/app/591370/Production_Line__Car_factory_simulation/?snr=1_7_7_230_150_122
Equilinox,Single-player,1884 93,ThinMatrix,ThinMatrix,327,2018,9.99,SimulationIndieCasualRelaxingSandboxSingleplayerGreat SoundtrackNatureGod GameAtmosphericManagementColorfulFamily FriendlyBeautiful,https://store.steampowered.com/app/853550/Equilinox/?snr=1_7_7_230_150_122
Gunsmith,"Single-player,Steam Workshop,Steam Cloud,Stats",649 79,SCT,SCT,145,2018,19.99,Immersive SimManagementBase BuildingAtmosphericSimulationMilitaryStrategyResource ManagementCraftingCasualIndieActionEarly AccessBuildingSandboxAutomationSingleplayerPhysicsGreat SoundtrackInventory Management,https://store.steampowered.com/app/620190/Gunsmith/?snr=1_7_7_230_150_122
Gensokyo Night Festival,Single-player,3129 89,"Why so serious?, tea_basira",Why so serious?,286,2019,12.99,IndieActionPixel GraphicsCasualMetroidvaniaFaithCuteEarly AccessFemale Protagonist2DAnimeSingleplayerAction-AdventurePlatformerGreat SoundtrackSide ScrollerBeat 'em upBullet HellExplorationController,https://store.steampowered.com/app/1122050/Gensokyo_Night_Festival/?snr=1_7_7_230_150_122
Grand Theft Auto III,Single-player,6354 86,Rockstar Games,Rockstar Games,141,2002,9.99,Open WorldActionAutomobile SimClassicThird PersonSingleplayerCrimeSandboxDrivingShooterThird-Person ShooterGreat SoundtrackAdventureViolentAtmosphericSilent ProtagonistMatureStory RichMultiplayerModdable,https://store.steampowered.com/app/12100/Grand_Theft_Auto_III/?snr=1_7_7_230_150_122
Flower,"Single-player,Steam Cloud",1757 84,thatgamecompany,Annapurna Interactive,45,2019,6.99,RelaxingCasualNatureAtmosphericExplorationAdventureFlightSingleplayerFamily FriendlyIndieShort3DColorfulPsychological HorrorActionOpen WorldArcadeRhythmCollectathonAgriculture,https://store.steampowered.com/app/966330/Flower/?snr=1_7_7_230_150_122
Out of Reach,"Single-player,MMO,Online PvP,Shared/Split Screen PvP,Online Co-op,Cross-Platform Multiplayer",2213 57,Space Boat Studios,Space Boat Studios,194,2018,2.99,Open World Survival CraftSurvivalOpen WorldMultiplayerCraftingBuildingMassively MultiplayerAdventureSandboxActionExplorationBase BuildingCo-opPvPFirst-PersonSimulationEarly AccessIndieHuntingRPG,https://store.steampowered.com/app/327090/Out_of_Reach/?snr=1_7_7_230_150_122
"Gremlins, Inc.","Single-player,Online PvP,Online Co-op,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud,Stats",4415 86,"Alexey Bokulev, Sergei Klimov, Charlie Oscar Lima Tango Interactive Entertainment",The Merchant Guild of Rund (Limited),70,2016,14.99,Board GameCard GameTabletopStrategyTurn-BasedTurn-Based StrategyCompetitiveMultiplayerModdableSatireSingleplayerReplay ValuePolitics2DAtmosphericGreat SoundtrackSteampunkHand-drawnComedyCard Battler,https://store.steampowered.com/app/369990/Gremlins_Inc/?snr=1_7_7_230_150_122
"Borderlands 3: Guns, Love, and Tentacles","Single-player,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Cloud",606 65,Gearbox Software,2K,86,2020,14.99,ActionRPGGoreViolentLovecraftian,https://store.steampowered.com/app/1232257/Borderlands_3_Guns_Love_and_Tentacles/?snr=1_7_7_230_150_122
Intruder,"Online PvP,Steam Workshop,Stats,Includes level editor",745 83,Superboss Games,Superboss Games,60,2019,19.99,SimulationStealthMultiplayerIndieTacticalFirst-PersonActionTeam-BasedEarly AccessFPSShooterCompetitiveViolentFunny,https://store.steampowered.com/app/518150/Intruder/?snr=1_7_7_230_150_123
Megaton Rainfall,Single-player,1000 73,"Pentadimensional Games, SL","Pentadimensional Games, SL",321,2017,15.99,ActionDestructionSuperheroOpen WorldIndieViolentGod GameSpaceVRFirst-PersonAliensSandboxSingleplayer,https://store.steampowered.com/app/430210/Megaton_Rainfall/?snr=1_7_7_230_150_123
Borderless Gaming,"Single-player,Steam Cloud",1989 86,"AndrewMD5, Codeusa",,204,2015,3.99,UtilitiesSoftwareIndie,https://store.steampowered.com/app/388080/Borderless_Gaming/?snr=1_7_7_230_150_123
Full Metal Furies,"Single-player,Online Co-op,Shared/Split Screen Co-op,Steam Cloud",1294 92,Cellar Door Games,Cellar Door Games,17,2018,19.99,ActionCo-opIndieRPGAdventureBeat 'em upFemale ProtagonistLocal Co-Op4 Player LocalOnline Co-OpPixel GraphicsAction RPGPuzzle2DDifficultSide ScrollerLocal MultiplayerBullet Hell,https://store.steampowered.com/app/416600/Full_Metal_Furies/?snr=1_7_7_230_150_123
Tales of Zestiria,"Single-player,Steam Cloud",5518 84,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,292,2015,49.99,JRPGAnimeRPGFantasyStory RichOpen WorldAction RPGAdventureGreat SoundtrackSingleplayerActionMultiplayerCo-opAction-AdventureLocal Co-OpAtmosphericCuteHack and SlashThird PersonFemale Protagonist,https://store.steampowered.com/app/351970/Tales_of_Zestiria/?snr=1_7_7_230_150_123
Another Brick in The Mall,"Single-player,Steam Workshop,Steam Cloud",1515 83,The Quadsphere,The Quadsphere,121,2020,16.99,SimulationManagementBuildingStrategyIndieEconomyCity BuilderBase BuildingSandbox2DSingleplayerCapitalismReal-Time with PauseResource ManagementReplay ValueModdableFunnyTop-DownMultiplayer,https://store.steampowered.com/app/521150/Another_Brick_in_The_Mall/?snr=1_7_7_230_150_123
HellSign,Single-player,1066 81,Ballistic Interactive,Ballistic Interactive,313,2018,14.99,SupernaturalRPGDifficultIndieAdventureHorrorActionEarly AccessInvestigationGoreViolentIsometricSingleplayerShooterAtmosphericSurvival Horror,https://store.steampowered.com/app/606500/HellSign/?snr=1_7_7_230_150_123
State of Mind,"Single-player,Steam Cloud",649 81,Daedalic Entertainment,Daedalic Entertainment,227,2018,4.49,Sci-fiAdventureStory RichFuturisticSingleplayerCyberpunkIndieDystopian TranshumanismDarkSexual ContentActionThird PersonGreat SoundtrackStylizedRobotsAtmosphericVisual NovelOpen World,https://store.steampowered.com/app/437630/State_of_Mind/?snr=1_7_7_230_150_123
RollerCoaster Tycoon World™,"Single-player,Steam Workshop,Steam Cloud",2867 25,Nvizzio Creations,Atari,321,2016,14.99,SimulationBuildingManagementStrategySandboxSingleplayerMultiplayerRealisticEarly AccessFunnyCo-opOpen WorldCasualAction,https://store.steampowered.com/app/282560/RollerCoaster_Tycoon_World/?snr=1_7_7_230_150_123
Home Sweet Home,Single-player,2087 88,"YGGDRAZIL GROUP CO.,LTD","YGGDRAZIL GROUP CO.,LTD",270,2017,Check store page,HorrorAdventureIndieSurvival HorrorSingleplayerFirst-PersonVRAtmosphericPsychological HorrorMultiplayerGorePuzzleWalking SimulatorStory RichDarkEpisodicActionDating SimStealth,https://store.steampowered.com/app/617160/Home_Sweet_Home/?snr=1_7_7_230_150_123
We. The Revolution,Single-player,897 79,Polyslash,Klabater,80,2019,19.99,StrategyChoices MatterHistoricalPolitical SimInvestigationPoliticsStory RichSingleplayerDifficultDarkCrimeEducationViolentSimulationTurn-BasedThrillerPuzzleMaturePoint & ClickAddictive,https://store.steampowered.com/app/736850/We_The_Revolution/?snr=1_7_7_230_150_123
Silent Hunter® III,Single-player,1273 86,Ubisoft,Ubisoft,74,2005,9.99,Naval CombatSimulationWorld War IISubmarineNavalMilitaryHistoricalUnderwaterOpen WorldRealisticActionSingleplayerMultiplayerStrategyClassic,https://store.steampowered.com/app/15210/Silent_Hunter_III/?snr=1_7_7_230_150_124
Founders' Fortune,"Single-player,Steam Workshop,Steam Cloud",600 92,Oachkatzlschwoaf Interactive,Oachkatzlschwoaf Interactive,200,2019,21.99,Colony SimStrategySimulationBase BuildingCity BuilderIndieBuildingSandboxSurvivalCharacter CustomizationManagementEarly AccessEconomyResource ManagementMedievalCraftingProcedural GenerationCartoonyColorfulFamily Friendly,https://store.steampowered.com/app/1104330/Founders_Fortune/?snr=1_7_7_230_150_124
Distance,"Single-player,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Captions available,Steam Workshop,Steam Leaderboards,Includes level editor",4389 93,Refract,Refract,261,2018,24.99,RacingGreat SoundtrackFuturisticMultiplayerLevel EditorIndieActionAtmosphericSingleplayerFast-PacedCyberpunkArcadeLocal MultiplayerSci-fiSplit ScreenSurvivalPlatformerEarly Access4 Player LocalAdventure,https://store.steampowered.com/app/233610/Distance/?snr=1_7_7_230_150_124
GOD EATER 2 Rage Burst,"Single-player,Steam Cloud,Steam Leaderboards",2710 81,"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment,242,2016,49.99,AnimeActionRPGCharacter CustomizationHuntingCo-opHack and SlashJRPGMultiplayerSingleplayerGreat SoundtrackPost-apocalypticStory RichThird PersonAtmosphericOnline Co-OpFemale ProtagonistOpen WorldNudityMature,https://store.steampowered.com/app/438490/GOD_EATER_2_Rage_Burst/?snr=1_7_7_230_150_124
Euro Truck Simulator 2 - Special Transport,"Single-player,Downloadable Content,Steam Workshop,Includes level editor",2376 88,SCS Software,SCS Software,347,2017,4.99,SimulationIndieDrivingOpen WorldMultiplayerSingleplayerRealisticDifficult,https://store.steampowered.com/app/558245/Euro_Truck_Simulator_2__Special_Transport/?snr=1_7_7_230_150_124
Starcom: Nexus,"Single-player,Steam Cloud",972 92,Wx3 Labs,Wx3 Labs,346,2019,19.99,RPGSpaceAdventureActionIndieSci-fiExplorationOpen WorldSpace SimBuildingStory RichAction RPGBeautifulTop-Down2D,https://store.steampowered.com/app/863590/Starcom_Nexus/?snr=1_7_7_230_150_124
